"","X","SOCIALNETW","CHECK","SOCIALNE_1","SOCIALNE_2","PERSON_WIT","SOCIALNE_3","NUMBER_OF_","RELATIONSH","GENDER","RELATION_1","LONG_LIST","SOCIALNE_4","SOCIALNE_5","SOCIALNE_6","SOCIALNE_7","UNIQUE","OBJECTID","FIELD1","ADDRESS","PRECISION","LAT","LON","ADDRESS_1","What.gender.do.you.identify.with.","gender_guess","relationship_gender","place_type"
"182",182,182,"Correct",10053,NA,"Jon'nasya (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place.13","Starcastel Skating Rink","Starcastel Skating Rink",421,421,"550 Mall Blvd, Savannah, GA 31406, United States","Rooftop",32.001742,-81.10889,"550 Mall Blvd, Savannah, GA 31406, United States","Female","F","F-F","house"
"183",183,183,"Correct",10053,NA,"Jon'nasya (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place.14","Oglethorpe","Oglethorpe",282,282,"4484 Peachtree Rd NE, Brookhaven, GA 30319, United States",NA,32.0773210066,-81.0929991908,"15 Oglethorpe St., Savannah, GA 31401","Female","F","F-F",""
"184",184,184,"Correct",10053,NA,"Jon'nasya (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place.15","Kim Nails on Montgomery","Kim Nails on Montgomery",422,422,"3703 Montgomery St, Savannah, GA 31405, United States","Rooftop",32.046266,-81.10908,"3703 Montgomery St, Savannah, GA 31405, United States","Female","F","F-F","house"
"185",185,185,"Different from Google - needs to be re-geocoded",10053,NA,"Jon'nasya (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place.16","5 and Below","5 and Below",423,423,"7400 Abercorn St Suite 507, Savannah, GA 31406","Rooftop",32.134835,-81.243336,"201 Tanger Outlets Blvd, Pooler, GA 31322, United States","Female","F","F-F","tertiary"
"186",186,186,"Correct",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place1","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","F","F-F","residential, attraction"
"187",187,187,"Correct",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place2","Cloverdale Pool","Cloverdale Pool",157,157,"1919 Cynthia St, Savannah, GA 31405, United States","Rooftop",32.063868,-81.124696,"1919 Cynthia St, Savannah, GA 31405, United States","Female","F","F-F","community_centre"
"188",188,188,"Different from Google - needs to be re-geocoded",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place3","Lake Meyer","Lake Mayer / Park",186,186,"1850 E Montgomery Cross Rd, Savannah, GA 31406, United States","Site",32.01838,-81.117206,"Lake Mayer, Savannah, GA 31406, USA","Female","F","F-F","pitch, place_of_worship"
"189",189,189,"Different from Google - needs to be re-geocoded",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place4","Lake Meyer Aquatics Center","Lake Mayer / Park",320,320,"7240 Sallie Mood Dr, Savannah, GA 31406, United States","Rooftop",32.01838,-81.117206,"Lake Mayer, Savannah, GA 31406, USA","Female","F","F-F","pitch, place_of_worship"
"190",190,190,"Correct",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place5","Cloverdale Library","Forest City Branch Library",361,361,"401 N Cloverdale Blvd, Cloverdale, CA 95425, United States",NA,32.064264,-81.121126,"401 N Cloverdale Blvd, Cloverdale, CA 95425, United States","Female","F","F-F","government, library"
"191",191,191,"Correct",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place6","Cici's on Abercorn","Cici's-Abercorn",384,384,"7400 Abercorn St Suite 801, Savannah, GA 31406, United States","Rooftop",32.00761,-81.111496,"7400 Abercorn St Suite 801, Savannah, GA 31406, United States","Female","F","F-F",""
"192",192,192,"Correct",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place7","Xhilerate","Exhilerate",397,397,"444 N 4th St #606, Philadelphia, PA 19123, United States","Rooftop",31.988751,-81.132178,"444 N 4th St #606, Philadelphia, PA 19123, United States","Female","F","F-F","residential"
"193",193,193,"Correct",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place8","Movies on Victory Drive (NCG)","NGC Cinema-Victory Drive",405,405,"3001 Skidaway Rd, Savannah, GA 31404, United States","Rooftop",32.037416,-81.066314,"3001 Skidaway Rd, Savannah, GA 31404, United States","Female","F","F-F","commercial"
"194",194,194,"Correct",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place9","Ole Times","Ole Times Country Buffet",335,335,"209 Stephenson Ave, Savannah, GA 31405, United States","Rooftop",32.012469,-81.110338,"209 Stephenson Ave, Savannah, GA 31405, United States","Female","F","F-F","house"
"195",195,195,"Correct",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place10","Sunny Side Up","Sunny Side Up",29,29,"800 E Derenne Ave, Savannah, GA 31406, United States","Rooftop",32.025442,-81.096094,"800 E Derenne Ave, Savannah, GA 31406, United States","Female","F","F-F","primary, secondary, primary, trunk, trunk, trunk, trunk, trunk"
"196",196,196,"Correct",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place11","McDonalds","McDonalds",418,418,"2025 Skidaway Rd, Savannah, GA 31404, United States","Rooftop",32.047727,-81.06504,"2025 Skidaway Rd, Savannah, GA 31404, United States","Female","F","F-F","house"
"197",197,197,"Different from Google - needs to be re-geocoded",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place.12","Burger King","Burger King",420,420,"14 W Derenne Ave, Savannah, GA 31405, United States","Rooftop",32.113081,-81.241455,"415 US-80, Pooler, GA 31322, United States","Female","F","F-F","fast_food, house, house, house, house"
"198",198,198,"Correct",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place.13","Starcastel Skating Rink","Starcastel Skating Rink",421,421,"550 Mall Blvd, Savannah, GA 31406, United States","Rooftop",32.001742,-81.10889,"550 Mall Blvd, Savannah, GA 31406, United States","Female","F","F-F","house"
"199",199,199,"Correct",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place.14","Oglethorpe","Oglethorpe Mall",282,282,"4484 Peachtree Rd NE, Brookhaven, GA 30319, United States",NA,32.004052,-81.115226,"4484 Peachtree Rd NE, Brookhaven, GA 30319, United States","Female","F","F-F","house"
"200",200,200,"Correct",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place.15","Kim Nails on Montgomery","Kim Nails on Montgomery",422,422,"3703 Montgomery St, Savannah, GA 31405, United States","Rooftop",32.046266,-81.10908,"3703 Montgomery St, Savannah, GA 31405, United States","Female","F","F-F","house"
"201",201,201,"Different from Google - needs to be re-geocoded",10053,NA,"Kaliyah (Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place.16","5 and Below","5 and Below",423,423,"7400 Abercorn St Suite 507, Savannah, GA 31406","Rooftop",32.134835,-81.243336,"201 Tanger Outlets Blvd, Pooler, GA 31322, United States","Female","F","F-F","tertiary"
"202",202,202,"Correct",10053,NA,"Narzaeh(Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place1","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","F","F-F","residential, attraction"
"203",203,203,"Correct",10053,NA,"Narzaeh(Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place2","Cloverdale Pool","Cloverdale Pool",157,157,"1919 Cynthia St, Savannah, GA 31405, United States","Rooftop",32.063868,-81.124696,"1919 Cynthia St, Savannah, GA 31405, United States","Female","F","F-F","community_centre"
"204",204,204,"Different from Google - needs to be re-geocoded",10053,NA,"Narzaeh(Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place3","Lake Meyer","Lake Mayer / Park",186,186,"1850 E Montgomery Cross Rd, Savannah, GA 31406, United States","Site",32.01838,-81.117206,"Lake Mayer, Savannah, GA 31406, USA","Female","F","F-F","pitch, place_of_worship"
"205",205,205,"Different from Google - needs to be re-geocoded",10053,NA,"Narzaeh(Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place4","Lake Meyer Aquatics Center","Lake Mayer / Park",320,320,"7240 Sallie Mood Dr, Savannah, GA 31406, United States","Rooftop",32.01838,-81.117206,"Lake Mayer, Savannah, GA 31406, USA","Female","F","F-F","pitch, place_of_worship"
"206",206,206,"Correct",10053,NA,"Narzaeh(Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place5","Cloverdale Library","Forest City Branch Library",361,361,"401 N Cloverdale Blvd, Cloverdale, CA 95425, United States",NA,32.064264,-81.121126,"401 N Cloverdale Blvd, Cloverdale, CA 95425, United States","Female","F","F-F","government, library"
"207",207,207,"Correct",10053,NA,"Narzaeh(Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place6","Cici's on Abercorn","Cici's-Abercorn",384,384,"7400 Abercorn St Suite 801, Savannah, GA 31406, United States","Rooftop",32.00761,-81.111496,"7400 Abercorn St Suite 801, Savannah, GA 31406, United States","Female","F","F-F",""
"208",208,208,"Correct",10053,NA,"Narzaeh(Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place7","Xhilerate","Exhilerate",397,397,"444 N 4th St #606, Philadelphia, PA 19123, United States","Rooftop",31.988751,-81.132178,"444 N 4th St #606, Philadelphia, PA 19123, United States","Female","F","F-F","residential"
"209",209,209,"Correct",10053,NA,"Narzaeh(Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place8","Movies on Victory Drive (NCG)","NGC Cinema-Victory Drive",405,405,"3001 Skidaway Rd, Savannah, GA 31404, United States","Rooftop",32.037416,-81.066314,"3001 Skidaway Rd, Savannah, GA 31404, United States","Female","F","F-F","commercial"
"210",210,210,"Correct",10053,NA,"Narzaeh(Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place9","Ole Times","Ole Times Country Buffet",335,335,"209 Stephenson Ave, Savannah, GA 31405, United States","Rooftop",32.012469,-81.110338,"209 Stephenson Ave, Savannah, GA 31405, United States","Female","F","F-F","house"
"211",211,211,"Correct",10053,NA,"Narzaeh(Daughter)","Daughter",NA,"Family","F",NA,"Kids: River Street, cloverdale pool, lake meyer, the aquatics center by lake meyer, cloverdale library, Cici's on abercorn, xhilerate, movie theater on Victory drive (NCG), ole times, sunny side up, any McDonalds, burger king, skating rink starcastle, og",NA,NA,"Place10","Sunny Side Up","Sunny Side Up",29,29,"800 E Derenne Ave, Savannah, GA 31406, United States","Rooftop",32.025442,-81.096094,"800 E Derenne Ave, Savannah, GA 31406, United States","Female","F","F-F","primary, secondary, primary, trunk, trunk, trunk, trunk, trunk"
